date,close,high,low,open,volume,adjClose
2018-06-18 00:00:00+00:00,188.74,189.22,187.2,187.88,18484865,45.61840544
2018-06-19 00:00:00+00:00,185.69,186.33,183.45,185.14,33578455,44.88122129
2018-06-20 00:00:00+00:00,186.5,187.2,185.73,186.35,20628701,45.07699806
2018-06-21 00:00:00+00:00,185.46,188.35,184.94,187.25,25711898,44.82563035
2018-06-22 00:00:00+00:00,184.92,186.15,184.7,186.12,27200447,44.6951125
2018-06-25 00:00:00+00:00,182.17,184.92,180.73,183.4,31663096,44.03043827
2018-06-26 00:00:00+00:00,184.43,186.53,182.54,182.99,24569201,44.57667964
2018-06-27 00:00:00+00:00,184.16,187.28,184.03,185.23,25285328,44.51142072
2018-06-28 00:00:00+00:00,185.5,186.21,183.8,184.1,17365235,44.83529834
2018-06-29 00:00:00+00:00,185.11,187.19,182.91,186.29,22737666,44.74103545
2018-07-02 00:00:00+00:00,187.18,187.3,183.42,183.82,17731343,45.24135387
2018-07-03 00:00:00+00:00,183.92,187.95,183.54,187.79,13954806,44.45341278
2018-07-05 00:00:00+00:00,185.4,186.41,184.28,185.26,16604248,44.81112837
2018-07-06 00:00:00+00:00,187.97,188.43,185.2,185.42,17485245,45.43229665
2018-07-09 00:00:00+00:00,190.58,190.68,189.3,189.5,19756634,46.06313293
2018-07-10 00:00:00+00:00,190.35,191.28,190.18,190.71,15939149,46.00754199
2018-07-11 00:00:00+00:00,187.88,189.78,187.61,188.5,18831470,45.41054368
2018-07-12 00:00:00+00:00,191.03,191.41,189.31,189.53,18041131,46.1718978
2018-07-13 00:00:00+00:00,191.33,191.84,190.9,191.08,12519792,46.24440772
2018-07-16 00:00:00+00:00,190.91,192.65,190.42,191.52,15043110,46.14289384
2018-07-17 00:00:00+00:00,191.45,191.87,189.2,189.75,15534523,46.27341169
2018-07-18 00:00:00+00:00,190.4,191.8,189.93,191.78,16393381,46.01962698
2018-07-19 00:00:00+00:00,191.88,192.55,189.69,189.69,20286752,46.37734257
2018-07-20 00:00:00+00:00,191.44,192.43,190.17,191.78,20706042,46.27099469
2018-07-23 00:00:00+00:00,191.61,191.96,189.56,190.68,15989365,46.31208364
2018-07-24 00:00:00+00:00,193,193.66,192.05,192.45,18697898,46.64804625
2018-07-25 00:00:00+00:00,194.82,194.85,192.43,193.06,16826483,47.08793975
2018-07-26 00:00:00+00:00,194.21,195.96,193.61,194.61,19075964,46.94050292
2018-07-27 00:00:00+00:00,190.98,195.19,190.1,194.99,24023972,46.15981282
2018-07-30 00:00:00+00:00,189.91,192.2,189.07,191.9,21029535,45.90119411
2018-07-31 00:00:00+00:00,190.29,192.14,189.34,190.3,39373038,45.99304001
2018-08-01 00:00:00+00:00,201.5,201.76,197.31,199.13,67935716,48.70249389
2018-08-02 00:00:00+00:00,207.39,208.38,200.35,200.58,62404012,50.12610525
2018-08-03 00:00:00+00:00,207.99,208.74,205.48,207.03,33447396,50.27112508
2018-08-06 00:00:00+00:00,209.07,209.25,207.07,208,25425387,50.53216078
2018-08-07 00:00:00+00:00,207.11,209.5,206.76,209.32,25587387,50.05842932
2018-08-08 00:00:00+00:00,207.25,207.81,204.52,206.05,22525487,50.09226729
2018-08-09 00:00:00+00:00,208.88,209.78,207.2,207.28,23492626,50.48623783
2018-08-10 00:00:00+00:00,207.53,209.1,206.67,207.36,24611202,50.336384
2018-08-13 00:00:00+00:00,208.87,210.95,207.7,207.7,25890880,50.66140089
2018-08-14 00:00:00+00:00,209.75,210.56,208.26,210.16,20748010,50.87484482
2018-08-15 00:00:00+00:00,210.24,210.74,208.33,209.22,28807564,50.99369428
2018-08-16 00:00:00+00:00,213.32,213.81,211.47,211.75,28500367,51.74074802
2018-08-17 00:00:00+00:00,217.58,217.95,213.16,213.44,35426997,52.77401066
